target_id,RA,Dec,mag1,mag2,author,snr,count
5173110262026220672,44.03128349555614,-9.923610924012976,12.627491,12.627491,ch,100,3
2014450575063671040,344.46157979590373,60.18911997648025,11.3871355,11.3871355,ch,100,3
1123906015521394432,137.99675375255995,74.21192885849547,12.11593,12.11593,ch,100,3
530851021418085248,0.3610596989544694,70.5837039069554,12.723264,12.723264,ch,100,3
2269796276411304832,271.5909570526396,78.05375537811574,12.808448,12.808448,ch,100,3
1148802562251186688,108.67245297369004,82.92504198172234,12.384089,12.384089,ch,100,3
562986035444711808,18.307558067032048,75.80367522732391,12.824873,12.824873,ch,100,3
289337966613591424,24.014169085932043,23.08487108925839,11.165618,11.165618,ch,100,3
1119905442463473152,148.29204269146325,72.31847795206778,11.504536,11.504536,ch,100,3
574680715994124928,49.93777909494799,86.3207218149544,11.847733,11.847733,ch,100,3
1126248250166574080,150.2830170422703,74.0489012628375,12.5271635,12.5271635,ch,100,3
2304150963898059648,313.0714144054109,86.88142804072363,12.762554,12.762554,ch,100,3
2876431171130615296,4.014361745888024,35.52029325410078,11.731731,11.731731,ch,100,3
2282352531699753984,346.096593320068,77.93880189966187,11.046728,11.046728,ch,100,3
469978793533480192,60.02306982514833,58.17393903250816,12.720718,12.720718,ch,100,3
1711991526307827968,212.54068174651812,74.70263617619312,12.950615,12.950615,ch,100,3
496235921473318016,76.64478331036986,70.04519022672703,12.253486,12.253486,ch,100,3
1720510194506772608,225.64312643802995,79.58513723263593,12.380598,12.380598,ch,100,3
2276268173651390464,308.8845650945651,74.29821263676963,12.15967,12.15967,ch,100,3
2279172155658870912,330.43449085967814,74.11192590400081,12.571905,12.571905,ch,100,3
1683215034970537728,187.4880690844672,70.71524900203914,12.147034,12.147034,ch,100,3
397503591229665280,20.004564543680285,44.31827985478246,12.441925,12.441925,ch,100,3
1941666998409612416,352.0041740662751,47.51317764625714,11.338913,11.338913,ch,100,3
2231471252437822592,339.31766908404995,74.50456707382105,12.7749605,12.7749605,ch,100,3
497071653390185088,68.06512064912594,70.46316326225333,11.250331,11.250331,ch,100,3
1721799921646209024,214.9364742074017,81.01294727986654,12.420131,12.420131,ch,100,3
2303524585868036224,276.9471801700341,86.17519508379775,12.845637,12.845637,ch,100,3
336350743061280128,44.00183178805829,42.21697712788748,11.2746935,11.2746935,ch,100,3
319187813226616832,24.011000031999604,37.015209005487336,11.86057,11.86057,ch,100,3
2304781881710226304,302.73409257909714,86.55229015159115,11.592972,11.592972,ch,100,3
58777589518462720,48.0068257238427,18.19247620290076,12.176782,12.176782,ch,100,3
2590055190057801344,20.00174256880048,13.971358656718312,12.763987,12.763987,ch,100,3
555376487266371968,47.07688846148168,78.09016548442912,12.166059,12.166059,ch,100,3
2581593623447714176,16.011071779595177,10.170396591858086,11.608976,11.608976,ch,100,3
574747236447458048,47.23744690766951,86.64141119484589,12.527051,12.527051,ch,100,3
1148776620648727552,110.59578968755916,82.54022478918161,12.702989,12.702989,ch,100,3
2838645423250681472,348.0109022127195,22.21618597729207,12.827298,12.827298,ch,100,3
1716394898578796928,191.2120429679744,77.67166165888139,11.284344,11.284344,ch,100,3
1128951704444751872,175.49048493122845,78.41335962343295,12.083122,12.083122,ch,100,3
395029312112036736,4.008702574462957,51.61685836734335,11.566726,11.566726,ch,100,3
1128936654879351680,176.4741511819866,78.26985689800908,12.507939,12.507939,ch,100,3
2227640661304953600,356.0639259533867,71.64800894832824,12.56018,12.56018,ch,100,3
1119357610795265664,142.61573518934838,70.68435064906964,10.656364,10.656364,ch,100,3
2297296367892287616,317.3550082332971,80.31937168542785,12.652047,12.652047,ch,100,3
2758824761723510912,356.0048038799156,8.284426113457336,12.807181,12.807181,ch,100,3
1724732525315822976,251.17195032584573,86.15224940771755,12.863165,12.863165,ch,100,3
513930052870024448,34.76672201623221,62.79287624755205,11.380112,11.380112,ch,100,3
2644481256150665600,352.0118266818168,-0.2657005198748289,11.366086,11.366086,ch,100,3
557286201524964352,86.55581341089083,82.04878429296431,12.870108,12.870108,ch,100,3
20866810845448576,44.01700237448015,8.7879908878026,12.889471,12.889471,ch,100,3
1118682751173865216,133.98391516922834,70.27712615308837,12.91002,12.91002,ch,100,3
2268128046691389568,286.29103251435845,74.02838110079263,12.430921,12.430921,ch,100,3
32126840706246400,44.00455508386816,13.702854441098292,12.665988,12.665988,ch,100,3
33044623677655808,40.00833922115982,14.688740946853075,12.913486,12.913486,ch,100,3
371789445932364928,20.002414330514792,40.39480375424258,12.737791,12.737791,ch,100,3
1716622841082828928,201.9354748084406,78.29171388263971,12.298586,12.298586,ch,100,3
322627948888217984,24.008832150543142,37.89474054789157,12.71696,12.71696,ch,100,3
405593724769982464,25.25153610334281,50.1109378744418,12.788916,12.788916,ch,100,3
83222967115038336,40.01131552297227,18.85636887161141,12.998485,12.998485,ch,100,3
1150520828343204352,93.81748545396736,86.0561604469159,12.868902,12.868902,ch,100,3
2466224372311404928,28.03922556630441,-7.8482112173369245,11.54878,11.54878,ch,100,3
2287184125092515968,340.0932411445095,82.01065107079155,12.466082,12.466082,ch,100,3
2473262694133863040,16.01063321491693,-9.593342265009232,10.731353,10.731353,ch,100,3
1144294087836993152,129.9459392201752,79.86845748532971,12.922703,12.922703,ch,100,3
553146815124553216,71.94610631802855,78.2214293110673,12.333952,12.333952,ch,100,3
552540537542002048,79.76175761793188,77.73333081782886,10.531727,10.531727,ch,100,3
545005854936673792,39.03250208146533,70.51936811418842,12.763222,12.763222,ch,100,3
2286684160834659840,359.2568347317872,82.39542599026322,11.5592575,11.5592575,ch,100,3
456224448523701888,32.00239874588006,54.39266938830367,12.953468,12.953468,ch,100,3
413825772632533760,20.019890311203355,58.11740546619159,12.697602,12.697602,ch,100,3
2510836751665773184,28.01400798144992,0.5278007455901779,11.032501,11.032501,ch,100,3
1720037851183550848,191.27521665728588,82.68739338977879,11.777015,11.777015,ch,100,3
108389998000633216,44.055616653186114,20.38026453053747,12.60654,12.60654,ch,100,3
103758885089739648,32.01742489130626,23.030823855597703,12.139262,12.139262,ch,100,3
571668913127443712,87.3308823597669,86.12999677225419,12.782222,12.782222,ch,100,3
1719223460961169920,201.07782392805123,82.21312517913843,11.072475,11.072475,ch,100,3
136299004728743680,44.011732258058345,32.27257454538664,12.669494,12.669494,ch,100,3
1118438487793930112,129.83513974746782,70.03527990475149,12.946093,12.946093,ch,100,3
2287394960743578496,347.777006108157,82.35106627051461,12.899316,12.899316,ch,100,3
