File, Target_ID, RA, DEC, X, Y, SNR
20250123141306805_7836_543680_solved.fits, 136299004728743680,44.011732,32.272575,382.6313197,596.0844935,35.35556367
20250123141419199_7836_538688_solved.fits, 112083498079138688,48.000931,25.293634,395.131123,592.7643451,55.63556109
20250123141531543_7836_585504_solved.fits, 68818810739685504,52.001842,24.511918,395.3990851,590.8341975,67.2396028
20250123141634055_7836_554368_solved.fits, 57447356545354368,52.01982,18.549941,396.1719743,574.8787352,77.23608438
20250123141735991_7836_562720_solved.fits, 58777589518462720,48.006826,18.192476,401.9448785,592.5150019,73.78953006
20250123141829923_7836_533216_solved.fits, 108389998000633216,44.055617,20.380265,418.6433054,591.5373933,45.18915881
20250123141926715_7836_527008_solved.fits, 84834060887227008,40.006377,19.578075,400.3193726,586.6408167,43.73208084
20250123142016183_7836_546400_solved.fits, 32126840706246400,44.004555,13.702854,407.2658764,581.727532,45.25536171
20250123142121644_7836_597568_solved.fits, 33044211360797568,40.004051,14.648092,408.0638681,557.0063202,25.9664471
20250123142210001_7836_572192_solved.fits, 26928830766472192,40.007481,13.889769,407.5760194,580.9424703,100.7734989
20250123142244745_7836_556032_solved.fits, 3275667176069756032,52.018276,4.905358,414.7788358,591.7018797,55.63131515
20250123142332459_7836_545824_solved.fits, 20865019843645824,44.017483,8.750881,411.0837971,602.5691117,94.4745879
20250123142400337_7836_593536_solved.fits, 5550923108193536,44.002875,5.436259,419.6216815,566.825878,76.53644828
20250123142450155_7836_580480_solved.fits, 1366899111780480,44.003431,2.5314,426.4068985,568.4212715,84.72616859
20250123142544129_7836_557728_solved.fits, 3265126188158857728,48.029785,-1.980935,423.276847,579.1914364,43.3262963
20250123142632115_7836_596160_solved.fits, 5177165780601196160,40.008652,-7.921292,441.7197074,583.3031134,36.78515127
20250123142706205_7836_524384_solved.fits, 2507147477837824384,32.017124,0.002959,422.6477533,562.5284392,46.37837274
20250123142734184_7836_573184_solved.fits, 2510836751665773184,28.014008,0.527801,422.7378771,546.4758015,78.55109277
20250123142801396_7836_504928_solved.fits, 2466224372311404928,28.039226,-7.848211,425.8091023,577.2478716,120.6887561
20250123142835222_7836_557888_solved.fits, 2481296168467157888,24.018962,-3.535311,427.3571771,566.662474,47.59798402
20250123142906858_7836_523744_solved.fits, 2561481322392623744,24.006556,4.212554,420.7446835,547.2921741,108.3221594
20250123142940324_7836_523072_solved.fits, 23837931781923072,36.027726,9.507263,403.6604221,566.7749645,80.12816405
20250123143034508_7836_533696_solved.fits, 2520522005997533696,36.006484,7.122358,418.0101102,559.7332099,49.80373453
20250123143130898_7836_532640_solved.fits, 2574260293207632640,28.031576,11.213983,402.6119205,552.1460608,44.0704939
20250123143218161_7836_571424_solved.fits, 2584105629560471424,16.000038,11.7711,416.5140207,553.7201794,101.1026906
20250123143246383_7836_514176_solved.fits, 2581593623447714176,16.011072,10.170397,411.8217354,553.9287756,78.56203282
20250123143322008_7836_570720_solved.fits, 2581352899121070720,16.028535,9.671974,405.5381625,553.2002549,68.17840828
20250123143409774_7836_517376_solved.fits, 2578428129471717376,20.014362,8.095611,414.9159105,548.0398909,55.31705898
20250123143458457_7836_591424_solved.fits, 289337966613591424,24.014169,23.084871,395.1368416,558.274014,109.4838218
20250123143525479_7836_579168_solved.fits, 2804214212329479168,16.00125,24.289258,399.0989185,546.1258756,67.27598126
20250123143600385_7836_534624_solved.fits, 293680552212234624,20.010058,24.804272,393.6691705,544.8829571,45.52770209
20250123143645111_7836_517440_solved.fits, 307643323387517440,16.004719,27.774415,396.1112519,551.9929054,122.5499854
20250123143730659_7836_507648_solved.fits, 95730216822907648,24.014027,18.639027,398.4716987,535.0096465,30.25932039
20250123143826551_7836_539648_solved.fits, 103758885089739648,32.017425,23.030824,391.5626048,549.4858562,40.75520155
20250123143918053_7836_530784_solved.fits, 320214211627030784,20.0117,34.666537,385.2826714,559.809233,45.41734032
20250123143951052_7836_505600_solved.fits, 316757415788505600,20.004839,32.885986,387.5400416,551.5315009,29.85267279
20250123144035184_7836_515296_solved.fits, 2876431171130615296,4.014362,35.520293,392.5764517,518.4605193,45.18196804
20250123144117747_7836_588832_solved.fits, 370889117707288832,16.009786,39.404601,382.3275689,538.5417142,46.66855249
20250123144205793_7836_516832_solved.fits, 319187813226616832,24.011,37.015209,381.1261555,544.16258,48.73882376
20250123144251995_7836_514912_solved.fits, 315872545150614912,24.007367,32.067485,385.9258676,563.8356097,52.72268014
20250123144352785_7836_586784_solved.fits, 306215981201286784,28.006417,35.189532,383.2791733,559.8344451,64.42933811
20250123144459068_7836_517984_solved.fits, 322627948888217984,24.008832,37.894741,381.4583772,551.9753843,25.62943349
20250123144606573_7836_565280_solved.fits, 397503591229665280,20.004565,44.31828,379.5224839,536.7252502,24.66767527
20250123144706223_7836_536736_solved.fits, 395029312112036736,4.008703,51.616858,386.3388822,518.6233491,49.09315006
20250123144738432_7836_541696_solved.fits, 2212020071408541696,348.284399,66.41325,404.8469334,506.8668921,41.60153012
20250123144800193_7836_570624_solved.fits, 2281336617316170624,349.342693,77.290752,398.7438116,517.0003681,57.09349725
20250123144825327_7836_553984_solved.fits, 2282352531699753984,346.096593,77.938802,407.2845194,494.8771189,65.0162467
20250123144848594_7836_531680_solved.fits, 2286755285494231680,338.53261,80.627744,416.8167879,495.5263362,81.24359157
20250123144918244_7836_580416_solved.fits, 2226321728387980416,336.660738,70.032917,424.0977418,491.9843023,71.74372721
20250123144943204_7836_559840_solved.fits, 2286684160834659840,359.256835,82.395426,393.3699024,522.7663373,59.70061323
20250123145020652_7836_504608_solved.fits, 572099062692804608,32.331912,82.014958,358.5490163,554.8239011,76.26691454
20250123145104182_7836_575712_solved.fits, 561609893563075712,37.39234,78.478495,358.153142,577.1046165,84.58932246
20250123145139591_7836_546112_solved.fits, 561580855286346112,38.452714,78.104848,360.7911992,567.5916802,79.03161061
20250123145231361_7836_595776_solved.fits, 454715338755995776,40.002224,56.355558,362.1617105,589.4612938,59.63330476
20250123145310252_7836_515456_solved.fits, 331732141388515456,36.015846,38.286471,371.9763535,570.4038001,34.19724153
20250123145414486_7836_586144_solved.fits, 126353264924086144,40.008214,26.146969,388.9193683,550.8196396,73.73541239
20250123145526917_7836_592160_solved.fits, 237915319612892160,51.787334,42.11287,375.5964723,583.190765,24.4292879
20250123145635463_7836_585088_solved.fits, 497071653390185088,68.065121,70.463163,361.6936852,629.6813473,97.73952923
20250123145707495_7836_571712_solved.fits, 496238464093971712,76.381758,70.010362,361.9270277,622.6037583,20.01163656
20250123145741378_7836_502048_solved.fits, 552540537542002048,79.761758,77.733331,365.1108059,618.3161428,108.3381005
20250123145810189_7836_518016_solved.fits, 496235921473318016,76.644783,70.04519,352.58887,608.3147934,50.29596369
20250123145859458_7836_585120_solved.fits, 557277267992885120,84.708505,82.05364,365.9470133,658.484739,101.3171645
20250123145925887_7836_583264_solved.fits, 1148580946234283264,120.608533,82.271283,407.5879314,688.5228561,89.17516737
