File, Target_ID, RA, DEC, X, Y, SNR
20250123140010057_7836_558112_solved.fits, 405715392602858112,24.002949,49.811549,375.5530891,555.4573944,60.35656232
20250123140036810_7836_510624_solved.fits, 403635876813610624,20.005223,49.798739,375.8153673,555.6147103,52.37136424
20250123140104968_7836_586752_solved.fits, 405088572196586752,16.003798,52.777429,377.1026274,559.4854892,38.4692569
20250123140143951_7836_573472_solved.fits, 413787633322073472,20.003065,57.729926,372.7495515,542.4223831,31.14687766
20250123140229471_7836_509280_solved.fits, 505808059248609280,27.134325,58.001381,363.2670529,563.4468978,29.35684994
20250123140308495_7836_524448_solved.fits, 513930052870024448,34.766722,62.792876,372.4108282,577.0020426,41.51832451
20250123140335444_7836_569536_solved.fits, 467850035940769536,45.758056,63.994336,370.4956685,591.7436578,68.06371234
20250123140402471_7836_524832_solved.fits, 554730833421224832,63.690054,78.275768,365.7073374,625.2944294,73.90062263
20250123140427480_7836_585984_solved.fits, 571175953961785984,53.561767,84.250462,365.3010777,622.0018935,54.77602701
20250123140501626_7836_512800_solved.fits, 571147435378812800,50.42486,84.080011,361.9697965,605.0735569,24.18062429
20250123140539546_7836_524928_solved.fits, 574680715994124928,49.937779,86.320722,362.3289429,587.6477566,46.71223788
20250123140622893_7836_588448_solved.fits, 554167879173688448,56.613796,76.796022,361.0754308,606.3924212,72.56677319
20250123140713035_7836_578144_solved.fits, 488356919930678144,57.224964,65.533224,358.9706011,591.2309408,28.12368953
20250123140814172_7836_561088_solved.fits, 469970817770761088,60.607847,58.244008,364.9398919,591.1761319,55.10245369
20250123140909341_7836_555552_solved.fits, 445860593658855552,48.558129,51.504041,379.8683947,590.2239149,69.12874095
20250123141006776_7836_547520_solved.fits, 235309373975147520,52.007227,40.014738,376.182898,590.6964051,62.60312283
20250123141031814_7836_580128_solved.fits, 336350743061280128,44.001832,42.216977,373.9151411,578.1744984,83.87799016
20250123141106489_7836_574496_solved.fits, 337064983238074496,40.012759,42.509395,370.9628665,575.5522241,32.64647942
20250123141146439_7836_539104_solved.fits, 340021295127039104,36.002739,44.918712,374.0765816,565.8975861,118.4388316
20250123141216196_7836_526528_solved.fits, 141039201218726528,40.001572,35.304716,381.2092332,577.1260101,79.29344768
