File, Target_ID, RA, DEC, X, Y, SNR
20250123141006776_7836_547520_solved.fits, 235309373975147520, 52.007227, 40.014738, 376.18289804646383, 590.6964051381942, 52.603122832938666
20250123141031814_7836_580128_solved.fits, 336350743061280128, 44.001832, 42.216977, 373.9151410755365, 578.1744984116654, 73.87799015605934
20250123141106489_7836_574496_solved.fits, 337064983238074496, 40.012759, 42.509395, 370.96286645613253, 575.5522240994654, 22.646479420531207
20250123141146439_7836_539104_solved.fits, 340021295127039104, 36.002739, 44.918712, 374.0765815676121, 565.8975860710727, 108.4388315870896
20250123141216196_7836_526528_solved.fits, 141039201218726528, 40.001572, 35.304716, 381.20923315189117, 577.1260101289229, 69.29344767593005
20250123141306805_7836_543680_solved.fits, 136299004728743680, 44.011732, 32.272575, 382.631319674274, 596.0844935187467, 25.355563665383585
20250123141419199_7836_538688_solved.fits, 112083498079138688, 48.000931, 25.293634, 395.13112300174646, 592.7643450691736, 45.63556109423453
20250123141531543_7836_585504_solved.fits, 68818810739685504, 52.001842, 24.511918, 395.39908507857103, 590.8341975365496, 57.23960279841302
20250123141634055_7836_554368_solved.fits, 57447356545354368, 52.01982, 18.549941, 396.171974341494, 574.878735151295, 67.23608437720333
20250123141735991_7836_562720_solved.fits, 58777589518462720, 48.006826, 18.192476, 401.94487846537885, 592.5150018854948, 63.78953006097832
20250123141829923_7836_533216_solved.fits, 108389998000633216, 44.055617, 20.380265, 418.64330539812426, 591.5373932908254, 35.189158810920595
20250123141926715_7836_527008_solved.fits, 84834060887227008, 40.006377, 19.578075, 400.31937260153273, 586.6408167356589, 33.73208084107346
20250123142016183_7836_546400_solved.fits, 32126840706246400, 44.004555, 13.702854, 407.2658764295125, 581.72753195549, 35.255361712895315
20250123142121644_7836_597568_solved.fits, 33044211360797568, 40.004051, 14.648092, 408.0638680819696, 557.006320246385, 6.966447097599188
20250123142210001_7836_572192_solved.fits, 26928830766472192, 40.007481, 13.889769, 407.5760193724909, 580.9424703117448, 90.77349889560645
20250123142244745_7836_556032_solved.fits, 3275667176069756032, 52.018276, 4.905358, 414.77883584230324, 591.7018796925684, 45.63131515332932
20250123142332459_7836_545824_solved.fits, 20865019843645824, 44.017483, 8.750881, 411.0837971344932, 602.5691117460957, 84.47458789691495
20250123142400337_7836_593536_solved.fits, 5550923108193536, 44.002875, 5.436259, 419.6216814880505, 566.8258780241307, 66.53644827596128
20250123142450155_7836_580480_solved.fits, 1366899111780480, 44.003431, 2.5314, 426.40689851115604, 568.4212714813219, 74.72616858863223
20250123142544129_7836_557728_solved.fits, 3265126188158857728, 48.029785, -1.980935, 423.2768470003936, 579.1914363536494, 33.3262963044513
20250123142632115_7836_596160_solved.fits, 5177165780601196160, 40.008652, -7.921292, 441.71970738244414, 583.3031133923217, 26.785151267239236
20250123142706205_7836_524384_solved.fits, 2507147477837824384, 32.017124, 0.002959, 422.647753261361, 562.5284392043886, 36.37837273825975
20250123142734184_7836_573184_solved.fits, 2510836751665773184, 28.014008, 0.527801, 422.7378770918285, 546.47580150746, 68.55109276859054
20250123142801396_7836_504928_solved.fits, 2466224372311404928, 28.039226, -7.848211, 425.80910230746457, 577.2478716104197, 110.68875611294543
20250123142835222_7836_557888_solved.fits, 2481296168467157888, 24.018962, -3.535311, 427.35717711879664, 566.6624739744672, 37.59798401754714
20250123142906858_7836_523744_solved.fits, 2561481322392623744, 24.006556, 4.212554, 420.7446835458696, 547.292174080231, 98.32215937635706
20250123142940324_7836_523072_solved.fits, 23837931781923072, 36.027726, 9.507263, 403.66042209955003, 566.7749645491726, 70.12816404974792
20250123143034508_7836_533696_solved.fits, 2520522005997533696, 36.006484, 7.122358, 418.0101102164028, 559.7332098846988, 39.80373453310231
20250123143130898_7836_532640_solved.fits, 2574260293207632640, 28.031576, 11.213983, 402.61192052481823, 552.1460608221772, 34.070493899370945
20250123143218161_7836_571424_solved.fits, 2584105629560471424, 16.000038, 11.7711, 416.5140207376526, 553.7201794366599, 91.10269063673213
20250123143246383_7836_514176_solved.fits, 2581593623447714176, 16.011072, 10.170397, 411.8217354250167, 553.9287755715117, 68.56203281780753
20250123143322008_7836_570720_solved.fits, 2581352899121070720, 16.028535, 9.671974, 405.53816250373364, 553.2002549145806, 58.17840828479887
20250123143409774_7836_517376_solved.fits, 2578428129471717376, 20.014362, 8.095611, 414.9159105239353, 548.0398909025702, 45.31705897993566
20250123143458457_7836_591424_solved.fits, 289337966613591424, 24.014169, 23.084871, 395.1368415873772, 558.2740140393257, 99.48382180261314
20250123143525479_7836_579168_solved.fits, 2804214212329479168, 16.00125, 24.289258, 399.0989184951265, 546.1258755733764, 57.27598126033086
20250123143600385_7836_534624_solved.fits, 293680552212234624, 20.010058, 24.804272, 393.6691704653699, 544.8829571354247, 35.5277020903724
20250123143645111_7836_517440_solved.fits, 307643323387517440, 16.004719, 27.774415, 396.11125191462827, 551.9929054246535, 122.54998543990902
20250123143730659_7836_507648_solved.fits, 95730216822907648, 24.014027, 18.639027, 398.4716987313395, 535.0096465218877, 10.25932038527203
20250123143826551_7836_539648_solved.fits, 103758885089739648, 32.017425, 23.030824, 391.5626048132844, 549.4858562171479, 30.75520154889864
20250123143918053_7836_530784_solved.fits, 320214211627030784, 20.0117, 34.666537, 385.28267141459474, 559.8092329798443, 35.41734031539701
20250123143951052_7836_505600_solved.fits, 316757415788505600, 20.004839, 32.885986, 387.54004163908, 551.531500938427, 19.852672792016207
20250123144035184_7836_515296_solved.fits, 2876431171130615296, 4.014362, 35.520293, 392.57645165940704, 518.4605193254453, 35.18196803892442
20250123144117747_7836_588832_solved.fits, 370889117707288832, 16.009786, 39.404601, 382.3275689490046, 538.5417141842539, 36.66855248961469
20250123144205793_7836_516832_solved.fits, 319187813226616832, 24.011, 37.015209, 381.1261555175807, 544.1625799676104, 38.73882376075434
20250123144251995_7836_514912_solved.fits, 315872545150614912, 24.007367, 32.067485, 385.9258676499072, 563.8356096707818, 42.722680141495346
20250123144352785_7836_586784_solved.fits, 306215981201286784, 28.006417, 35.189532, 383.27917329652365, 559.8344450880812, 54.429338112807386
20250123144459068_7836_517984_solved.fits, 322627948888217984, 24.008832, 37.894741, 381.4583771921848, 551.9753843118814, 15.629433485022812
20250123144606573_7836_565280_solved.fits, 397503591229665280, 20.004565, 44.31828, 379.5224839205501, 536.7252501708308, 14.667675270746406
20250123144706223_7836_536736_solved.fits, 395029312112036736, 4.008703, 51.616858, 386.3388821655952, 518.6233491464204, 39.093150057478915
20250123144738432_7836_541696_solved.fits, 2212020071408541696, 348.284399, 66.41325, 404.8469334356157, 506.8668921176876, 31.601530119711725
20250123144800193_7836_570624_solved.fits, 2281336617316170624, 349.342693, 77.290752, 398.74381163578937, 517.0003680813081, 47.093497249964045
20250123144825327_7836_553984_solved.fits, 2282352531699753984, 346.096593, 77.938802, 407.28451943269636, 494.87711887276186, 55.016246699465434
20250123144848594_7836_531680_solved.fits, 2286755285494231680, 338.53261, 80.627744, 416.81678793013896, 495.5263361876008, 71.24359157308733
20250123144918244_7836_580416_solved.fits, 2226321728387980416, 336.660738, 70.032917, 424.09774182256245, 491.98430233964956, 61.743727211759186
20250123144943204_7836_559840_solved.fits, 2286684160834659840, 359.256835, 82.395426, 393.36990239338104, 522.7663373444275, 49.700613225167714
20250123145020652_7836_504608_solved.fits, 572099062692804608, 32.331912, 82.014958, 358.5490162700762, 554.8239011458645, 66.26691453742241
20250123145104182_7836_575712_solved.fits, 561609893563075712, 37.39234, 78.478495, 358.1531419742806, 577.1046164747422, 74.58932246267187
20250123145139591_7836_546112_solved.fits, 561580855286346112, 38.452714, 78.104848, 360.79119919720483, 567.5916801535329, 69.03161060545341
20250123145231361_7836_595776_solved.fits, 454715338755995776, 40.002224, 56.355558, 362.16171054204233, 589.4612938296457, 49.63330476431329
20250123145310252_7836_515456_solved.fits, 331732141388515456, 36.015846, 38.286471, 371.97635348337144, 570.4038000560789, 24.197241531896115
20250123145414486_7836_586144_solved.fits, 126353264924086144, 40.008214, 26.146969, 388.91936827836827, 550.8196396206486, 63.7354123881471
20250123145526917_7836_592160_solved.fits, 237915319612892160, 51.787334, 42.11287, 375.5964723495327, 583.1907650030422, 14.429287904980951
20250123145635463_7836_585088_solved.fits, 497071653390185088, 68.065121, 70.463163, 361.69368520601756, 629.6813472927366, 87.7395292274612
20250123145707495_7836_571712_solved.fits, 496238464093971712, 76.381758, 70.010362, 361.9270277402006, 622.6037582756786, 5.011636560363097
20250123145741378_7836_502048_solved.fits, 552540537542002048, 79.761758, 77.733331, 365.11080590366146, 618.3161428111982, 98.33810053871784
20250123145810189_7836_518016_solved.fits, 496235921473318016, 76.644783, 70.04519, 352.5888700105334, 608.3147934422407, 40.29596369272877
20250123145859458_7836_585120_solved.fits, 557277267992885120, 84.708505, 82.05364, 365.9470133150531, 658.484738995236, 91.31716448866112
20250123145925887_7836_583264_solved.fits, 1148580946234283264, 120.608533, 82.271283, 407.5879314175347, 688.5228561298537, 79.17516736816408
