File, Target_ID, RA, DEC, X, Y, SNR
20250123162229204_7836_561088_solved.fits, 469970817770761088, 60.607847, 58.244008, 345.2813419951631, 567.1090745442199, 73.41127403287531
20250123162322433_7836_571712_solved.fits, 496238464093971712, 76.381758, 70.010362, 347.04970108597627, 609.4746528652972, 5.4400177530977745
20250123162359332_7836_502048_solved.fits, 552540537542002048, 79.761758, 77.733331, 348.1461408429158, 606.1791141258011, 132.8444969623138
20250123162419979_7836_585120_solved.fits, 557277267992885120, 84.708505, 82.05364, 347.5842727745048, 647.8530198594736, 124.27322521932633
20250123162446665_7836_520800_solved.fits, 1149939324131420800, 93.410143, 84.486187, 354.43303906186026, 648.6996507614148, 109.48844098620447
20250123162514083_7836_575616_solved.fits, 1150509352190575616, 96.127399, 86.024045, 356.8384212658731, 637.1908528860534, 80.05192502836604
20250123162549123_7836_518016_solved.fits, 496235921473318016, 76.644783, 70.04519, 336.8599231191136, 594.8382636528969, 45.37111554678767
20250123162642764_7836_519392_solved.fits, 552621111128219392, 80.719391, 78.355216, 343.7188608207726, 639.6478205221267, 113.02429114451816
20250123162737926_7836_548544_solved.fits, 1116873298632348544, 91.738409, 77.977173, 348.77191408228776, 648.7559230117649, 86.43887711561945
20250123162847069_7836_522240_solved.fits, 485167515873722240, 89.230853, 70.064828, 346.4400729620439, 649.3324314169063, 76.47095358354986
